0,0.003
0.002,0.002
0.004,0.003
0.006,0.007
0.008,0.013
0.01,0.019
0.012,0.025
0.014,0.028
0.016,0.027
0.018,0.021
0.02,0.013
0.022,0.002
0.024,-0.008
0.026,-0.018
0.028,-0.026
0.03,-0.033
0.032,-0.04
0.034,-0.048
0.036,-0.056
0.038,-0.065
0.04,-0.073
0.042,-0.078
0.044,-0.081
0.046,-0.081
0.048,-0.079
0.05,-0.076
0.052,-0.075
0.054,-0.075
0.056,-0.078
0.058,-0.082
0.06,-0.087
0.062,-0.091
0.064,-0.094
0.066,-0.094
0.068,-0.092
0.07,-0.088
0.072,-0.085
0.074,-0.084
0.076,-0.085
0.078,-0.088
0.08,-0.091
0.082,-0.094
0.084,-0.095
0.086,-0.093
0.088,-0.089
0.09,-0.083
0.092,-0.078
0.094,-0.075
0.096,-0.075
0.098,-0.08
0.1,-0.089
0.102,-0.101
0.104,-0.113
0.106,-0.123
0.108,-0.13
0.11,-0.13
0.112,-0.122
0.114,-0.102
0.116,-0.069
0.118,-0.019
0.12,0.048
0.122,0.133
0.124,0.232
0.126,0.34
0.128,0.448
0.13,0.547
0.132,0.627
0.134,0.683
0.136,0.708
0.138,0.698
0.14,0.649
0.142,0.558
0.144,0.429
0.146,0.271
0.148,0.097
0.15,-0.074
0.152,-0.222
0.154,-0.334
0.156,-0.404
0.158,-0.434
0.16,-0.435
0.162,-0.416
0.164,-0.389
0.166,-0.361
0.168,-0.335
0.17,-0.313
0.172,-0.294
0.174,-0.277
0.176,-0.261
0.178,-0.244
0.18,-0.224
0.182,-0.202
0.184,-0.176
0.186,-0.149
0.188,-0.122
0.19,-0.099
0.192,-0.083
0.194,-0.075
0.196,-0.075
0.198,-0.079
0.2,-0.084
0.202,-0.088
0.204,-0.088
0.206,-0.084
0.208,-0.076
0.21,-0.066
0.212,-0.057
0.214,-0.051
0.216,-0.047
0.218,-0.047
0.22,-0.049
0.222,-0.051
0.224,-0.052
0.226,-0.05
0.228,-0.047
0.23,-0.042
0.232,-0.037
0.234,-0.032
0.236,-0.03
0.238,-0.031
0.24,-0.033
0.242,-0.035
0.244,-0.035
0.246,-0.033
0.248,-0.03
0.25,-0.025
0.252,-0.021
0.254,-0.018
0.256,-0.018
0.258,-0.019
0.26,-0.022
0.262,-0.024
0.264,-0.025
0.266,-0.025
0.268,-0.022
0.27,-0.019
0.272,-0.014
0.274,-0.01
0.276,-0.006
0.278,-0.003
0.28,-0.001
0.282,0.002
0.284,0.003
0.286,0.005
0.288,0.006
0.29,0.007
0.292,0.008
0.294,0.009
0.296,0.009
0.298,0.011
0.3,0.012
0.302,0.014
0.304,0.016
0.306,0.018
0.308,0.02
0.31,0.022
0.312,0.024
0.314,0.027
0.316,0.03
0.318,0.033
0.32,0.036
0.322,0.039
0.324,0.042
0.326,0.044
0.328,0.048
0.33,0.052
0.332,0.057
0.334,0.063
0.336,0.07
0.338,0.078
0.34,0.084
0.342,0.09
0.344,0.096
0.346,0.101
0.348,0.106
0.35,0.111
0.352,0.117
0.354,0.123
0.356,0.131
0.358,0.139
0.36,0.147
0.362,0.156
0.364,0.165
0.366,0.173
0.368,0.181
0.37,0.189
0.372,0.197
0.374,0.204
0.376,0.211
0.378,0.218
0.38,0.225
0.382,0.231
0.384,0.237
0.386,0.242
0.388,0.248
0.39,0.253
0.392,0.257
0.394,0.26
0.396,0.261
0.398,0.26
0.4,0.258
0.402,0.256
0.404,0.253
0.406,0.25
0.408,0.248
0.41,0.244
0.412,0.238
0.414,0.23
0.416,0.22
0.418,0.208
0.42,0.194
0.422,0.18
0.424,0.166
0.426,0.152
0.428,0.138
0.43,0.123
0.432,0.108
0.434,0.094
0.436,0.081
0.438,0.068
0.44,0.057
0.442,0.046
0.444,0.036
0.446,0.027
0.448,0.017
0.45,0.009
0.452,0.001
0.454,-0.006
0.456,-0.012
0.458,-0.017
0.46,-0.02
0.462,-0.024
0.464,-0.027
0.466,-0.031
0.468,-0.034
0.47,-0.037
0.472,-0.039
0.474,-0.041
0.476,-0.044
0.478,-0.046
0.48,-0.048
0.482,-0.051
0.484,-0.053
0.486,-0.055
0.488,-0.055
0.49,-0.055
0.492,-0.055
0.494,-0.054
0.496,-0.052
0.498,-0.051
0.5,-0.049
0.502,-0.047
0.504,-0.047
0.506,-0.047
0.508,-0.048
0.51,-0.05
0.512,-0.051
0.514,-0.052
0.516,-0.052
0.518,-0.051
0.52,-0.049
0.522,-0.047
0.524,-0.047
0.526,-0.048
0.528,-0.05
0.53,-0.053
0.532,-0.055
0.534,-0.055
0.536,-0.054
0.538,-0.053
0.54,-0.051
0.542,-0.05
0.544,-0.049
0.546,-0.049
0.548,-0.048
0.55,-0.048
0.552,-0.048
0.554,-0.048
0.556,-0.049
0.558,-0.05
0.56,-0.051
0.562,-0.051
0.564,-0.051
0.566,-0.051
0.568,-0.05
0.57,-0.05
0.572,-0.05
0.574,-0.05
0.576,-0.049
0.578,-0.049
0.58,-0.048
0.582,-0.048
0.584,-0.048
0.586,-0.047
0.588,-0.047
0.59,-0.047
0.592,-0.048
0.594,-0.049
0.596,-0.051
0.598,-0.054
0.6,-0.057
0.602,-0.06
0.604,-0.061
0.606,-0.061
0.608,-0.06
0.61,-0.058
0.612,-0.056
0.614,-0.055
0.616,-0.055
0.618,-0.056
0.62,-0.057
0.622,-0.057
0.624,-0.057
0.626,-0.057
0.628,-0.056
0.63,-0.055
0.632,-0.055
0.634,-0.056
0.636,-0.058
0.638,-0.059
0.64,-0.06
0.642,-0.061
0.644,-0.06
0.646,-0.059
0.648,-0.057
0.65,-0.056
0.652,-0.054
0.654,-0.054
0.656,-0.054
0.658,-0.055
0.66,-0.057
0.662,-0.059
0.664,-0.06
0.666,-0.061
0.668,-0.062
0.67,-0.061
0.672,-0.06
0.674,-0.059
0.676,-0.057
0.678,-0.055
0.68,-0.054
0.682,-0.055
0.684,-0.056
0.686,-0.059
0.688,-0.062
0.69,-0.064
0.692,-0.066
0.694,-0.065
0.696,-0.064
0.698,-0.061
0.7,-0.059
0.702,-0.057
0.704,-0.056
0.706,-0.056
0.708,-0.057
0.71,-0.057
0.712,-0.057
0.714,-0.055
0.716,-0.052
0.718,-0.048
0.72,-0.044
0.722,-0.039
0.724,-0.035
0.726,-0.033
0.728,-0.032
0.73,-0.032
0.732,-0.033
0.734,-0.034
0.736,-0.034
0.738,-0.033
0.74,-0.031
0.742,-0.026
0.744,-0.02
0.746,-0.013
0.748,-0.006
0.75,0.001
0.752,0.006
0.754,0.01
0.756,0.011
0.758,0.012
0.76,0.013
0.762,0.014
0.764,0.018
0.766,0.024
0.768,0.031
0.77,0.037
0.772,0.042
0.774,0.043
0.776,0.04
0.778,0.035
0.78,0.027
0.782,0.017
0.784,0.008
0.786,-0.002
0.788,-0.011
0.79,-0.019
0.792,-0.028
0.794,-0.036
0.796,-0.044
0.798,-0.051
0.8,-0.058
0.802,-0.064
0.804,-0.069
0.806,-0.072
0.808,-0.074
0.81,-0.074
0.812,-0.073
0.814,-0.071
0.816,-0.069
0.818,-0.069
0.82,-0.071
0.822,-0.074
0.824,-0.078
0.826,-0.081
0.828,-0.082
0.83,-0.081
0.832,-0.078
0.834,-0.076
0.836,-0.075
0.838,-0.076
0.84,-0.08
0.842,-0.084
0.844,-0.087
0.846,-0.088
0.848,-0.086
0.85,-0.081
0.852,-0.075
0.854,-0.071
0.856,-0.069
0.858,-0.072
0.86,-0.079
0.862,-0.09
0.864,-0.103
0.866,-0.116
0.868,-0.125
0.87,-0.129
0.872,-0.125
0.874,-0.112
0.876,-0.088
0.878,-0.05
0.88,0.003
0.882,0.074
0.884,0.162
0.886,0.264
0.888,0.374
0.89,0.484
0.892,0.582
0.894,0.662
0.896,0.717
0.898,0.74
0.9,0.726
0.902,0.671
0.904,0.572
0.906,0.433
0.908,0.263
0.91,0.079
0.912,-0.1
0.914,-0.253
0.916,-0.368
0.918,-0.438
0.92,-0.466
0.922,-0.464
0.924,-0.442
0.926,-0.411
0.928,-0.38
0.93,-0.351
0.932,-0.327
0.934,-0.307
0.936,-0.29
0.938,-0.273
0.94,-0.255
0.942,-0.233
0.944,-0.207
0.946,-0.178
0.948,-0.146
0.95,-0.117
0.952,-0.092
0.954,-0.075
0.956,-0.067
0.958,-0.067
0.96,-0.071
0.962,-0.076
0.964,-0.079
0.966,-0.079
0.968,-0.076
0.97,-0.068
0.972,-0.059
0.974,-0.051
0.976,-0.044
0.978,-0.039
0.98,-0.038
0.982,-0.038
0.984,-0.039
0.986,-0.039
0.988,-0.037
0.99,-0.033
0.992,-0.028
0.994,-0.025
0.996,-0.023
0.998,-0.025
